Absorption wavelength (nm), Intensity
313.87,0.0623
327.57,0.0003
303.54,0
290.17,0.0291
146.91,0.004
241.33,0.0309
355.32,0.0013
319.11,0
306.95,0
364.12,0.0238
283.63,0.0111
249.22,0.0009
278.77,0.112
292.14,0.0465
315.65,0.0056
325.26,0.4015
392.4,0
266.58,0.1196
236.34,0.006
247.39,0.0067
283.31,0.1705
344.93,0.3504
258.75,0.0253
333.65,0.0306
336.6,0.1892
328.64,0
431.95,0.0001
227.4,0.0013
267.48,0.1317
261.43,0.0236
354.67,0.0007
241.67,0.0785
324.43,0.0798
288.34,0.0536
282.32,0.0321
267.18,0.008
236.61,0.0203
225.32,0.0007
354.61,0.0025
296.44,0.1767
326.05,0.0015
300.33,0.0591
289.36,0.0074
294.62,0.026
179.75,0.0035
239.36,0.015
268.73,0.0469
316.78,0.6138
337.87,0.0476
238.66,0.0257
279.74,0.0246
309.41,0.0159
254.68,0.0472
284.3,0.0035
268.95,0.0203
195.41,0.0011
311.03,0.0001
280.08,0.124
245.27,0.2141
377.44,0.0022
211.6,0.0042
383.42,0.0264
297.67,0.0002
267.14,0.0543
265.62,0.0902
229.23,0.0002
271.72,0.0163
332.57,0.077
283.22,0.0531
237.54,0.005
273.92,0.0002
183.79,0.0048
309.22,0.0421
282.25,0.7674
297.08,0.0193
226.52,0.0028
309.09,0.0408
390.65,0.0003
285.25,0.0525
232.42,0.021
279.89,0.0047
242,0.0007
257.98,0.0135
269.37,0.0041
184.91,0.0176
335.4,0.0008
336.19,0.003
395.21,0
362.74,0.0502
351.43,0.0489
346.67,0.0002
251.45,0.1535
380.08,0.0642
320.3,0.1025
301.07,0.3006
288.51,0.0054
319,0.0003
358.06,0.2118
250.07,0
317.54,0.0307
323.24,0.2256
260.4,0.006
235.56,0.0261
251.52,0.0559
247.36,0.0746
218.75,0.0016
537.58,0.0001
356.21,0.004
353.9,0.0002
234.67,0.0101
253.93,0.0045
226.02,0.006
217.78,0.0029
271.79,0.1818
239.27,0.0004
321.04,0.4716
244.91,0.0238
340.85,0.0001
326.99,0.0014
227.95,0.001
349.73,0.0007
243.82,0.0187
292.97,0.0618
278.97,0.0125
278.01,0.0753
265.15,0.05
287.61,0.1453
310.18,0
308.08,0.0307
323.54,0.2597
284.91,0.1733
275.61,0.0792
326.74,0.001
295.97,0.0109
267.22,0.0308
231.85,0.0163
418.73,0.0332
240.96,0.0474
265.04,0.0102
235.14,0.0269
346.06,0.3573
263.09,0.0853
279.53,0.0047
291.57,0.0095
294.92,0.1824
351.1,0.1323
263.17,0.0922
268.51,0.0712
262.99,0.0063
279.52,0.0801
275.01,0.0009
320.13,0.1965
278.28,0.0002
307.93,0.0046
312.35,0.1007
298.95,0.0382
338.52,0.0225
301.95,0.0021
274.68,0.0598
254.91,0.0027
243.53,0.0355
264.81,0.0053
228.97,0.0011
293.83,0.006
336.7,0.5646
331.54,0.0054
291.11,0.2761
276.41,0.1141
289.27,0.0226
190.79,0.125
297.14,0.0028
322.41,0.0011
285,0.1075
295.14,0.0243
277.52,0.0004
215.42,0.0006
310.36,0.0126
260.35,0.7499
254.05,0.0363
230,0.0022
294.78,0.029
289.68,0.0302
255.93,0.0412
294.09,0.389
269.33,0.1002
304.66,0.0007
316.23,0.0013
286.95,0.0649
342.3,0.0012
291.96,0.0748
258.06,0.0154
349.13,0.0082
265.84,0.3037
271.25,0.2059
201.96,0.0013
278.59,0.0088
231.52,0.0015
295.29,0.0025
269.61,0.0176
183,0.0052
281.25,0.0528
309.53,0.0652
289.02,0.0643
284.18,0.0093
303.26,0.0526
293.72,0.4397
288.85,0.0647
232.14,0.0002
257.37,0.0696
296.35,0.1172
323.28,0.0903
288.01,0.5762
355.67,0.0007
273.04,0.0073
305.23,0.1395
331.49,0.058
298.05,0.0405
361.79,0.0005
245.73,0.0125
302.27,0.1508
384.8,0.2881
389.62,0.4078
293.58,0.0545
335.63,0.0158
314.89,0.0033
294.75,0.067
287.43,0.0119
291.87,0.3576
293.77,0.5745
303.35,0.0007
279.03,0.056
266.07,0.0942
274.09,0.002
413.37,0.0105
274.34,0.0747
283.11,0.052
371.56,0.1529
348.73,0.1519
296.71,0.0219
311.89,0.2113
296.07,0.0004
272.07,0.0934
283.09,0.0071
243.42,0.0221
250.78,0.0612
258.17,0.2035
356.88,0.0159
256.2,0.0009
263.68,0.2206
232.49,0.0269
272.36,0.1878
283.95,0.1165
280.81,0.0004
277.5,0.2765
250.57,0.0003
250.98,0.0025
263.17,0.1272
298.69,0.0001
344.35,0.0003
339.41,0.0022
233.52,0.0094
358.81,0.0029
334.44,0.2363
264.13,0.0048
282.09,0.0535
278.01,0.0982
318.99,0.0007
287.24,0.0037
240.48,0.0397
228.8,0.0012
285.31,0.3287
284.47,0.0202
268.89,0.0311
402,0.0004
335.76,0.0077
299.56,0.0155
223.63,0.0011
256.23,0.0267
243.14,0.0276
281.28,0.065
288.56,0.0023
325.04,0.19
264.22,0.008
277.21,0.0452
301.36,0.0016
313.08,0.0008
306.85,0.0632
229.1,0.0021
277.4,0.3382
414.59,0.0001
242.49,0.0266
311.82,0.0037
297.28,0.207
267.76,0.043
271.52,0.0001
316.63,0.0289
309.8,0.0001
314.36,0.7213
344.81,0.0275
300.08,0.0659
274.53,0.3111
285.77,0.0244
260.59,0.017
299.92,0.5652
257.22,0.005
271.23,0.1905
244.13,0.0424
319.06,0.121
325.17,0.1336
271.92,0.7034
270.23,0.103
322.41,0.0748
448.54,0.0036
297.94,0.2953
321.54,0.0083
270.53,0
263.88,0.0336
232.89,0.2544
318.63,0.0024
270.6,0.0485
278.34,0.039
277.96,0.0622
327.5,0.0013
249.9,0.0557
236.49,0.0223
274.57,0.0179
254.26,0.018
248.81,0.0002
291.03,0.6357
317.58,0.1264
278.25,0.1147
252.94,0.0161
319.98,0.0005
345.36,0.0011
305.9,0.0065
282.67,0.0777
249.13,0.0344
263.45,0.0004
232.71,0.0006
363.29,0.0852
302.48,0.0806
322.85,0.4106
270.39,0.1223
282.3,0.0461
327.25,0.0292
253.04,0.0217
321.53,0.1047
292.58,0.359
217.31,0.0004
230.21,0.0014
270.24,0.0362
367.76,0.0035
255.18,0.0233
255.45,0.0553
279.17,0.0237
327.61,0.5785
238.27,0.0002
360.26,0.138
280.83,0.0582
335.72,0.0524
283.99,0.0029
307.28,0.0325
305.8,0.0258
270.83,0.002
335.17,0.2713
268.38,0.0022
267.78,0.032
306.81,0.6535
297.62,0.1167
368.65,0.0284
263.77,0.0668
321.4,0.0005
227.13,0.0221
223.44,0.0104
311.5,0.0012
254.96,0.1249
308.12,0.0624
269.75,0.0468
324.31,0.0002
295.55,0.0694
344.69,0.0009
255.35,0.0903
315.56,0.181
291.76,0.1986
345.05,0.0002
265.63,0.0511
297.47,0.0821
358.83,0.1159
190.64,0.0132
301.87,0.0319
247.66,0.034
276.52,0.1343
360.74,0.0794
304.5,0.0163
299.01,0.0049
261.3,0.1343
242.8,0.0595
270.75,0.0454
250.01,0.0057
360.9,0
321.54,0.1742
350.09,0.0562
333.74,0.6214
330.88,0
248.07,0.0032
271.8,0.0345
253.68,0.112
237.78,0.0007
283.88,0.1354
252.57,0.0031
348.84,0.1629
360.68,0
278.32,0.2399
319.37,0.0006
272.96,0.1526
263.69,0.142
247.87,0.0325
266.39,0.0204
328.27,0.0863
241.06,0.0088
291.4,0.0012
251.59,0.0045
228.34,0.0004
277.66,0.2287
261.03,0.2259
270.49,0.0912
475.11,0.0045
365.06,0
259.86,0.004
407.11,0.2071
310.75,0.5712
285.37,0.0263
421.19,0.0076
221.18,0.0642
348.82,0.0024
246.8,0.0159
325.34,0
280.55,0.0536
334.79,0.1068
291.53,0.0158
339.28,0.0005
215.18,0.0007
297.63,0.0005
227.33,0.0011
320.88,0.0182
316.28,0.0746
306.73,0.0966
386.63,0.0007
251.06,0.0156
336.44,0.0003
241.2,0.0064
273.03,0
300.67,0.0164
243.18,0.0009
307.48,0.6949
273.08,0.1481
238.64,0.0033
245.19,0.0217
269.5,0.0503
389.09,0.6021
273.93,0.0173
238.91,0.0027
358.2,0
258.23,0.0306
308.63,0.3072
294.33,0.0034
285.08,0.001
355.23,0
285.19,0.0074
317.04,0.1249
274.75,0.0632
255.38,0.0063
329.03,0.0758
267.54,0.0018
278.34,0.6826
375.18,0.1381
317.76,0.1086
335.32,0.3289
310.27,0.033
315.34,0.0667
358.54,0.198
229.11,0.0003
374.44,0.1904
273.42,0.0611
213.42,0.058
320.19,0.262
245.94,0.0019
270.32,0.0397
264.84,0.1817
487.99,0
312.36,0.1344
273.94,0.0644
333.28,0.0621
293.09,0.0658
263.4,0.0076
266.39,0.0602
248.95,0.002
264.3,0.0055
250.58,0.0039
274.18,0.1209
274.86,0.0018
352.81,0.0067
246.69,0.0384
279.69,0.0847
221.29,0.0152
240.91,0.0031
269.15,0.176
279.56,0.0178
225.02,0.0176
245.43,0.0034
352.83,0.0031
319.14,0.2338
306.16,0.1988
291.68,0.0008
314.46,0.0785
276.25,0.2335
263.8,0.1281
309.87,0.0049
249.46,0.0072
345.97,0.6649
276.54,0.5892
294.45,0.0314
239.83,0.2896
319.93,0.3848
459.19,0.0267
283.27,0.0536
287.78,0.0183
322.86,1.0118
351.34,0.0002
247.22,0.0762
259.52,0.0295
442.76,0.0075
328.26,0.0001
268.02,0.0042
344.44,0.3843
281.47,0.0025
206.35,0
244.31,0.0277
236.15,0.0091
299.77,0.003
352.51,0.0221
348.03,0.0001
268.31,0.0042
364.86,0.0014
260.39,0.0517
313.37,0.0947
322.4,0.0011
321.79,0.0028
238.69,0.2404
326.49,0.9573
331.57,1.107
300.64,0.0864
244.53,0.0009
363.65,0.0746
285.24,0.0641
207.28,0.0049
268.88,0.0484
309.68,0.003
505.94,0.0023
294.86,0.0556
300.5,0.0275
313.83,0.0001
289.13,0.1142
277.04,0.0068
257.73,0.0057
279.84,0.4819
252,0.0415
307.24,0.0137
286.58,0.0168
368.09,0
284.94,0.0003
196.89,0.0732
251.43,0.0008
268.95,0.0246
231.17,0.1484
271.21,0.0327
275.78,0.2484
295.43,0.1175
282.77,0.18
325.56,0
255.23,0.052
235.13,0.0019
255.48,0.0027
319.22,0.0009
287.9,0.0489
282.21,0.1066
320.03,0.0001
342.12,0.0005
259.64,0.185
294.96,0.7794
296.99,0.2686
270.99,0.1382
268.97,0.0563
326.88,0.001
330.66,0.0739
329.16,0.0011
352.82,0
258.85,0.0226
262.44,0.1252
339.29,0.0397
333.92,0.0001
257.86,0.0812
297.32,0.0294
356.88,0.1051
375.49,0.0393
282.52,0.0343
377.03,0.0694
266.88,0.0004
332.13,0.1589
283.7,0.342
287.59,0.0014
330.01,0.667
327.6,0.7686
241.48,0.0023
347.88,0.0042
329.72,0.5828
348.58,0.0775
233,0.1214
291.39,0.6343
290.24,0.0602
260.62,0.0038
277.01,0.0447
239.11,0.003
327.81,1.1762
369.87,0.0188
657.63,0.0205
307.81,0.083
354.27,0.088
285.05,0.1307
326.24,1.0284
173.26,0.0024
253.73,0.0159
258.76,0.0182
173.7,0.0112
287.15,0.051
174.11,0.0112
274.32,0.0023
346.48,0.0017
338.23,0.0042
255.48,0.0145
254.87,0.1111
240.98,0.0054
289.43,0.1066
280.05,0.3684
346.13,0.0042
320.53,0.1412
239.48,0.0007
337.4,0.0001
284.01,0.0497
282.62,0.6175
291.43,0.0855
280.99,0.0005
316.84,0.1513
248.48,0.0375
256.48,0.0341
272.18,0.01
236.73,0.0229
304.02,0.0384
175.04,0.0161
301.81,0.0265
340.13,0.3254
276.36,0.0442
255.9,0.0008
344.73,0.0013
246.03,0.0103
275.39,0.1899
363.35,0.0005
379.79,0.6207
302.43,0.1378
290.65,0.3607
172.18,0.0145
309.57,0.0211
299.37,0.3645
235.32,0.0008
225.91,0.0174
256.41,0.2285
268.77,0.0369
243.65,0.0248
264.45,0.1323
322.39,0.0522
262.58,0.1286
306.13,0.0598
283.37,0.1036
268.9,0.0004
274.76,0.0015
239.88,0.0036
329,0.0391
175.93,0.0093
301.23,0.1887
385.81,0.3647
424.92,0.3089
338.55,0.2534
300.58,0.1488
273.66,0.0382
256.36,0.0958
249.3,0.0015
288.9,0.1328
236.56,0.0016
289,0.0468
337.32,0
293.91,0.0824
288.98,0.0038
275.81,0.0012
279.54,0.064
256.53,0.0178
306.44,0.2824
471.19,0.0054
296.75,0.0654
285.26,0.0004
238.03,0.0076
303,0.6322
299.59,0.0732
353.52,0.2733
301.91,0.0217
229.86,0.0006
249.25,0.0056
356,0.1885
296.39,0.1153
257.47,0.4016
372.99,0.6622
311.69,0.0001
260.24,0.0267
248.57,0.0016
289.7,0.0072
263.51,0.0255
287.23,0.4144
227.64,0.0019
280.91,0.0448
240.83,0.0294
293.46,0.1065
347.55,0.2464
370.36,0.0265
373.15,0.0009
382.93,0.0015
248.19,0.0113
209.53,0.0207
249.84,0.0531
291.42,0.0154
300.54,0.0468
255.36,0.0005
242.4,0.0033
249.87,0.0008
313,0.0615
280.01,0.0037
288.97,0.0243
320.8,0.3165
343.7,0.0012
333.1,0.0633
284.56,0.0817
228.36,0.0014
244.04,0.035
225.6,0.0019
307.1,0.0254
358.55,0.1228
266.37,0.0006
308.13,0.3733
361.57,0.0011
278.3,0.3074
254.97,0.032
331.79,0.3872
328.55,0.0116
518.54,0.014
246.09,0.0515
272.41,0.0483
351.72,0.0031
238.38,0.0028
269.24,0.0007
359.79,0.069
235.96,0.0364
287.64,0.1269
265.02,0.0926
249.86,0.0045
324.09,0.0001
298.84,0.0589
280.25,0.0051
248.07,0.0039
174.28,0.0059
225.25,0.0005
333,0
273.63,0.0375
277.73,0.0191
174.18,0.0098
276.32,0.007
261.3,0.0497
230.32,0.0113
530.67,0.1498
266.1,0.0046
300.54,0.067
270.49,0.0227
250.17,0.0076
249.15,0.0027
370.04,0.0023
352.33,0.0762
260.38,0.0016
262.9,0.0004
324.74,0.1745
343.99,0.0162
262.95,0.0384
316.2,0.1482
275.96,0.0238
282.91,0.1407
320.93,0
272.81,0.0177
245.47,0.0233
319.19,0.2849
277.22,0.0069
324.28,0.1783
296.37,0.0258
233.55,0.0159
269.2,0.3697
255.8,0.0062
331.96,0.0877
241.37,0.011
236.58,0.0004
387.21,0.0007
302.35,0.0004
309.99,0.0017
248.74,0.0146
282.81,0.2666
278.63,0.0029
253.23,0.0042
329.73,0.0722
250.54,0.02
276.12,0.0679
331.6,0.01
289.9,0.0234
286.69,0.19
518.21,0
265.23,0.0482
303.98,0.0006
338.03,0.0512
268.75,0.0011
341.44,0.0038
292.32,0.0351
250.65,0.0718
308.71,0.0527
308.94,0.4348
348.25,0
273.52,0.0657
284.93,0.0018
268.67,0.0424
338.46,0.0545
229.56,0.0012
350.83,0.1321
289.56,0.0787
292.02,0.4393
365.31,0.1833
313.1,0.0017
323.71,0.0001
255.11,0.0174
302.17,0.2322
297.35,0.3894
245.84,0.0267
333.41,0.0063
292.81,0.1183
389.62,0.1876
293.72,0.0279
276.22,0.0625
225.33,0.0019
310.16,0.0001
295.92,0.0923
243.68,0.034
298.84,0.0515
260.36,0.0018
265.61,0.0006
352.86,0.0079
273.13,0.1526
328.65,0.0727
289.21,0.1383
321.01,0
278.73,0.0287
265.32,0.0058
259.45,0.0365
251.23,0.0256
300.76,0.1517
254.11,0.001
306.18,0.0065
254.55,0.138
257.12,0.143
267.05,0.0231
322.71,0.2305
248.04,0.0314
251.44,0.0543
268.12,0.1838
301.45,0.4333
331.06,0.1221
249.47,0.0029
219.62,0.0036
401.31,0.0216
531.83,0.0388
315.02,0.0001
320.21,0.0735
274.63,0.0847
306.05,0.4161
333.59,0.003
332.96,0.0455
297.05,0.1182
278.83,0.1495
273.45,0.0258
287.97,0.0412
268.54,0.0207
485.18,0.0013
251.7,0.0056
270.29,0.1483
310.72,0.0001
369.81,0
341.39,0.0117
265.19,0.0873
287.13,0.0025
275.89,0.0016
279.88,0.7344
298.28,0.0919
280.08,0.1583
289.29,0.3829
238.76,0.0112
258.11,0.1204
318.34,0.525
281.24,0.4253
277.5,0.1461
323.55,0.0552
278.98,0.0034
233.5,0.0008
331.6,0.1298
230.33,0.002
231.03,0.0056
296.95,0.0079
223.74,0.0013
280.13,0.0016
274,0.0024
325.53,0.0005
349.55,0.4367
248.21,0.0366
267.03,0.0251
290.54,0.0738
254.44,0.0002
319.89,0.0143
275.81,0.0312
260.84,0.0072
275.1,0.5872
333.1,0.0164
365.34,0
269.38,0.0469
240.31,0.0004
294.27,0.0465
298.41,0.0085
258.01,0.0012
442.08,0.0029
371.25,0.0391
281.45,0.0002
272.54,0.0599
293.77,0.001
245.14,0.0034
217.8,0.0015
356.01,0.1276
227.11,0.0007
249.23,0.0031
221.98,0.0037
303.42,0.0474
252.44,0.0154
257.76,0.0026
287.77,0.0565
274.97,0.2475
220.59,0.0006
253.88,0.0001
354.36,0.2971
359.03,0.001
290.56,0.4713
299.39,0.0304
238.22,0.0503
346.64,0.0512
281.88,0.0694
246.08,0.0008
220.17,0.0007
258.06,0.0664
233.69,0.0069
251.68,0.005
321.81,0.4145
369.49,0.0027
346.04,0.0039
246.14,0.0006
291.81,0.1372
267.06,0.0845
380.61,0.0017
241.06,0.0342
325.06,0.0017
305.02,0.236
289.3,0.0649
545.25,0.0177
238.44,0.0102
309.55,0.0223
358.68,0.0439
311.94,0.0002
266.01,0.154
331.88,0.0064
290.08,0.0028
262.74,0.0366
254.44,0.0034
273.28,0.0437
339.85,0.0792
353.69,0.0028
258.99,0.0012
251.78,0.0028
204.12,0.09
373.38,0.0894
255.46,0.0793
251.81,0.0635
416.76,0.0019
234.39,0.0355
234.02,0.0226
309.99,0.0001
314.35,0.0002
275.92,0.0345
316.24,0.1399
324.2,0.0783
344.92,0.0392
506.05,0.0152
252.02,0.0013
311.06,0.3421
300.76,0.0168
292.13,0.117
301.08,0.0002
237.32,0.0235
291.45,0.0106
302.58,0.0045
260.42,0.0014
342.35,0.0002
249.91,0.0152
357.39,0.425
258.32,0.1092
336.83,0.0589
316.66,0.0289
367.27,0
263.12,0.0006
346.55,0.1503
194.41,0.0825
264.41,0.0487
268.75,0.0018
333.92,0.4012
368.92,0.4155
303.58,0.0009
560.34,0.0175
308.58,0.028
290.61,0.0647
233.02,0.0058
238.49,0.0043
331.17,0.0001
242.8,0.0246
272.67,0.0206
306.78,0.0493
256.59,0.0166
275.93,0
371.13,0.0954
266.14,0.1538
344.02,0.0524
291.21,0.0039
290.83,0.0011
249.25,0.0035
296.16,0
277.08,0.1131
256.56,0.0841
284.61,0.0314
304.83,0.0033
329.96,0.014
263.51,0.1523
365.15,0.7758
248.27,0.0557
326.59,0.0003
339.79,0.0004
339.36,0.0002
320.17,0.0131
265.21,0.0433
247.23,0.0267
303.97,0.0121
319.59,0.1542
229.14,0
237.59,0.0008
297.3,0.0008
289.78,0.1207
248.32,0.0083
276.2,0.3512
316.15,0.1246
270.84,0.0022
295.69,0.0762
266.71,0.0007
396.91,0.0009
249.13,0.0719
285.61,0.006
321.33,0.0084
291.9,0.0885
318.95,0.0485
369.85,0.2067
245.35,0.0039
300.13,0.0828
297.46,0.0004
351.48,0.0077
244.01,0.0011
262.81,0.0109
233.76,0.0011
305.19,0.0437
257.02,0.002
293.12,0.672
311.9,0.0002
452.36,0
282.5,0
255.63,0.0108
274.71,0.0685
265.81,0.1084
255.7,0.0002
311.55,0.0625
533.03,0.0298
259.28,0.0051
278.98,0.0194
277.92,0.0398
279.74,0.0964
276.76,0.0958
248.22,0.008
283.43,0.0635
228.57,0.0024
353.26,0.0217
293.93,0.0012
271.81,0.0715
270.29,0.0416
332.28,0.0101
388.28,0.0938
355.2,0.0007
400.96,0.2011
256.06,0.0048
295.2,0.322
306.18,0.2059
282.55,0.0005
204.06,0.1036
236.56,0.0121
290.3,0.3088
255.94,0.0043
249.1,0.0481
283.82,0.0435
303.09,0.0131
282.11,0.1151
312.47,0.1366
357.9,0.0224
306.76,0.2042
286.36,0.0053
266.49,0.012
297.6,0.0908
278.22,0.0269
315.32,0.2561
322.03,0.8151
253.99,0.0011
275.73,0.0032
290.48,0.0155
294.48,0.0001
254.21,0.1535
279.56,0.0414
283.31,0.0422
269.34,0.0031
271.52,0.5436
277.11,0.0237
260.71,0.0376
194.99,0.0048
253.56,0.0029
314.74,0.0244
352.45,0
322.89,0.3623
291.55,0.009
303.18,0.4615
258.98,0.0117
309.16,0.1537
445.98,0.0006
248.41,0.0003
253,0.0416
247.65,0.0132
257.01,0.0267
337.79,0.0011
255.14,0.0163
341.66,0.0254
324.68,0.0135
276.03,0.1222
311.01,0.1104
293.31,0.0983
299.85,0.0062
295.48,0.1209
349.27,0.0041
309.76,0.2058
388,0.0002
292.03,0.2417
269.82,0.0742
336.15,0.001
337.78,0.3963
305.14,0.0295
263.49,0.0562
258.34,0.0274
346.34,0.0049
340.43,0.02
261.35,0.0003
297.56,0.394
313.92,0.1415
240.5,0.0086
302.19,0.0032
286.11,0.0743
266.8,0.0553
253.48,0.0705
332.82,0.2651
314.6,0.0001
250.57,0.0368
298.3,0.0027
184.18,0.0365
284.37,0.0177
330.87,0.0068
264.22,0.0872
309.21,0.1587
247.25,0.0457
348.93,0.1878
337.29,0.0001
265.39,0.0088
304.76,0.0105
241.08,0.0123
328.36,0.0925
238.75,0.046
310.34,0.1831
217.1,0.1449
260.5,0.0332
303.47,0.3221
227.22,0.0013
260.44,0.0061
363.81,0.0421
241.23,0.0469
324.02,0.1406
267.49,0.0067
314.96,0.2213
295.47,0.1332
382.85,0.1312
318.81,0.0707
248.44,0.0311
277.82,0.016
263.94,0.0009
265.08,0.1409
198.99,0.0031
321.37,0.0561
325.97,0.2615
397.44,0.0001
295.38,0.0311
345.84,0.0034
361.64,0.0001
313.06,0.26
330.46,0
341.93,0.0023
263.52,0.017
264.52,0.1443
398.09,0.0112
251.22,0.0047
249.35,0.0223
270.29,0.0011
243.16,0.0435
241.05,0.0715
283.66,0.0602
384.59,0.099
362.92,0.1002
323.09,0.4807
273.64,0.4706
446.63,0.0222
200.71,0.0305
279.9,0.0074
309.82,0.1402
286.32,0.0036
378.26,0.0179
317.45,0.4248
398.48,0
268.84,0.11
347.78,0.0128
275.55,0.1217
254.97,0.0223
277.89,0.0252
311.31,0.0001
398.11,0
244.95,0.0294
325.09,0.1755
281.17,0.4196
304.07,0.0011
335.14,0.2125
289.34,0.0609
367.15,0.0084
266.45,0.0058
307.94,0.4876
298.47,0.011
377.96,0.0218
284.67,0.0688
246.05,0.1246
284.89,0.0476
330.78,0.0192
267,0.0004
259.02,0.0036
314.16,0.0353
358.36,0.0025
318.15,0.0082
281.1,0.0288
282.48,0.0006
312.65,0.1521
336.66,0.0031
264.26,0.1567
292.54,0.1074
288.86,0.0515
388.77,0.0004
280.96,0.0002
298.16,0.0757
295.42,0.0261
366.68,0
336.67,0.0033
268.57,0.6993
282.55,0.0674
272.11,0.0038
312.42,0.0005
311.14,0.0519
244.94,0.0498
263.06,0.0921
306.45,0.2644
258.99,0.0012
233.72,0.0024
335.39,0.4781
268.85,0.036
280.64,0.0778
289.75,0.034
298.34,0.0708
180.51,0.0192
265.85,0.0004
315.47,0.2852
312.67,0.0811
255.72,0.0292
342.7,0.0048
286.13,0.3709
257.03,0.0606
302.31,0.0353
269.41,0.0263
297.38,0.1811
269.08,0.5816
280.49,0.1644
307.2,0.0001
255.79,0.0264
431.67,0
254.91,0.0766
302.97,0.0059
267.36,0.0006
261.41,0.0003
302.6,0.6331
257.7,0.0028
251.54,0.0207
334.89,0.2834
247.92,0.0363
312.75,0.0011
296.79,0.0001
292.93,0.4204
276.69,0.09
288.83,0.0168
379.46,0.0032
286.1,0.0069
335.67,0.2257
289.53,0.0716
347.43,0.0701
371.7,0
260.68,0.005
353.69,0
238.64,0.0371
248.41,0.003
240.67,0.0577
268.55,0.0517
337.33,0.2885
269.31,0.0466
314.69,0.2359
281.45,0.0213
248.86,0.0457
240.45,0.0407
321.63,0.0015
257.68,0.249
332.14,0.0004
169.65,0.0023
194.63,0.2591
358.48,0.0007
272.01,0.081
338.6,0.0001
249.17,0.0043
309.87,0.1479
366.31,0.0033
249.5,0.0694
260.87,0.0891
331.45,0.0586
280.36,0.0022
333.69,0.0621
256.49,0.355
326.56,0.0453
240.08,0.0021
309.83,0.1199
334,0
268.02,0.0116
373.41,0.0003
332.36,0.0003
260.7,0.0299
318.03,0.3534
257.2,0.0304
333.49,0.2944
310.31,0.0242
260.89,0.0139
373.72,0.0807
280,0.376
233.75,0.0092
302.26,0.0841
310.74,0.1676
341.18,0.0236
230.15,0.0022
261.35,0.0001
306.57,0.1137
302.96,0.015
260.31,0.0036
245.79,0.0117
304.77,0.0033
276.13,0.0153
309.89,0.0584
279.55,0.4947
236.76,0.0054
261.58,0.1832
339.13,0.0017
264.12,0.0131
269.28,0.1074
311.91,0.0059
350.64,0.0001
256.96,0.2567
253.55,0.0187
280.09,0.0491
308.34,0.1634
232.05,0.1194
321.04,0.25
332.69,0.0006
248.18,0.0343
253.85,0.0311
316.09,0.2215
253.62,0.0292
316.74,0.1388
246.22,0.0039
276.64,0.0112
317.22,0.0391
258.26,0.0007
276.43,0.036
343.26,0.1519
293.79,0.8789
289.4,0.0002
285.29,0.0014
256.83,0.0894
371.84,0.1276
257.21,0.052
327.78,0.024
274.44,0.0003
342.67,0.0001
268.88,0.0003
295.27,0.1586
245.43,0.0379
243.73,0.0222
248.08,0.0426
259.08,0.0004
260.8,0.0002
273.19,0.2096
237.94,0.0036
359.19,0.1224
361.82,0.0083
275.89,0.0353
303.68,0.1233
322.37,0.3095
278.12,0.0012
335.95,0
380.93,0.0047
322.53,0.0006
322.15,0.0014
246.97,0.0036
305.4,0.1257
340.5,0.0037
279.39,0.1178
400.68,0.0016
263.61,0.0039
292.91,0.2174
346.11,0.0023
301.65,0.0667
346.74,0.1059
354.89,0.0008
341.96,0.0009
255.68,0.0011
258.14,0.0003
280.5,0.1658
354.13,0.0307
301.26,0.1724
284.18,0.0049
350.66,0.0001
333.19,0.0002
263.43,0.0006
341.56,0.0054
315.63,0.0021
197.1,0.0075
340.06,1.0118
376.15,0.0145
268.5,0.0376
378.04,0.2618
297.95,0.4132
260.8,0.0733
229.93,0.0027
236.12,0.0076
287.34,0.0119
349.77,0.0062
349.11,0.1827
313.77,0.0005
290.67,0.0045
347.62,0.0448
235.42,0.0084
282.76,0.0439
332.43,0.0011
348.3,0.0008
309.24,0.036
251.75,0.0023
257.32,0.0035
251.34,0.0038
204.94,0.0006
280.42,0.2839
367.3,0.4608
257.24,0.1188
276.48,0.0201
252.4,0.0005
271.55,0.0233
296.37,0.0236
363.81,0.0016
270.29,0.0254
350.71,0.0007
353.48,0.124
298.92,0.0002
349.12,0.0036
278.09,0.037
341.88,0.0597
374.96,0.1984
295.64,0.0741
271.26,0.2982
223.54,0.0457
293.74,0.079
336.49,0.9345
300.53,0.2745
292.61,0.5322
294.36,0.0054
240.65,0.0118
255,0.1461
222.39,0.0934
241.73,0.0117
327.06,0.0055
269.2,0.009
466.1,0
274.54,0.2229
258.8,0.0792
312.71,0.1026
290.43,0.0029
219.95,0.0013
345.17,0.1088
261.95,0.0253
268.7,0.0025
328.57,0
421.88,0.0029
256.26,0.0006
337.43,0.0011
527.79,0
296.8,0.0538
314.51,0.3532
224.38,0.0622
267.06,0.0112
322.85,0.0631
312.97,0.3586
301.38,0.0018
274.1,0.0015
324.81,0.091
262.81,0.0816
237.63,0.001
332.44,0
249.09,0.0443
328.63,0.0123
255.52,0.0512
338.45,0.0513
339.48,0.0003
208.32,0.016
243.74,0.0164
279.46,0.4751
290.35,0.0401
268.51,0.2526
374.03,0.0093
267.13,0.0017
283.5,0.4646
248.46,0.0433
245.58,0.1572
225.49,0.0099
342.54,0.0058
